link,title,description,category
https://www.youtube.com/watch?v=XSIOZ7do82k&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Rotisserie Chicken and Carrageenan,,costco_chicken
https://www.youtube.com/shorts/D4xw7CybzI4,,,costco_chicken
https://www.youtube.com/watch?v=MSvCK_xH84s&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Why Is Costco Opening Its Own Chicken Farm?,,costco_chicken
https://www.youtube.com/shorts/yN-qrjBCbj0,,,costco_chicken
https://www.youtube.com/shorts/7BSp1oM7oww,,,costco_chicken
https://www.youtube.com/shorts/aG8DgcI9csE,,,costco_chicken
https://www.youtube.com/watch?v=0s_71TAHKeU&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,The Real Reason Costco Sells Chicken So Cheap,,costco_chicken
https://www.youtube.com/shorts/tBWuJJW2Lp4,,,costco_chicken
https://www.youtube.com/shorts/gB5J_6Yu6Ts,,,costco_chicken
https://www.youtube.com/shorts/bQZyMgPEajQ,,,costco_chicken
https://www.youtube.com/shorts/Z5Melvxca7k,,,costco_chicken
https://www.youtube.com/watch?v=4Ngb6Bq3OsM&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Use This Hack To Cut Your Costco Rotisserie Chicken Quickly,,costco_chicken
https://www.youtube.com/shorts/LIhyC71Ty28,,,costco_chicken
https://www.youtube.com/watch?v=oiO1Q_Q28Os&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,7 Meals to Make with ONE Costco Rotisserie Chicken | Prep Family Meals for the Week!,,costco_chicken
https://www.youtube.com/shorts/kPzH4HVlKoY,,,costco_chicken
https://www.youtube.com/shorts/t2Nvd0yYSKI,,,costco_chicken
https://www.youtube.com/shorts/ucOmPs-4b9Y,,,costco_chicken
https://www.youtube.com/shorts/-hx-dIpkT9k,,,costco_chicken
https://www.youtube.com/shorts/NnXogTwNzaM,,,costco_chicken
https://www.youtube.com/watch?v=NmJl66sQTfA&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken Makes The BEST Enchiladas‼️,,costco_chicken
https://www.youtube.com/shorts/9RHOZy2k2LQ,,,costco_chicken
https://www.youtube.com/watch?v=Lyc3q7KX42Q&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How Many Meals? Sam's Club Rotisserie Chicken - Meal Prep & Costco Caesar Salad Hack,,costco_chicken
https://www.youtube.com/shorts/bGRfY5KOCPg,,,costco_chicken
https://www.youtube.com/shorts/5LtDmE9EUZo,,,costco_chicken
https://www.youtube.com/watch?v=6JBhekXegaA&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How To Reheat Rotisserie Chicken 6 Ways,,costco_chicken
https://www.youtube.com/shorts/yvh1LyccFT0,,,costco_chicken
https://www.youtube.com/watch?v=wYfcaSGBDDY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How To Make An Easy & Delicious Costco Chicken Curry,,costco_chicken
https://www.youtube.com/shorts/XbU43OhIeJE,,,costco_chicken
https://www.youtube.com/shorts/mmhZgVzn7EA,,,costco_chicken
https://www.youtube.com/shorts/cPwrq89Q2r8,,,costco_chicken
https://www.youtube.com/shorts/d8ncd_Ax9Bk,,,costco_chicken
https://www.youtube.com/shorts/prOsIxEiUDQ,,,costco_chicken
https://www.youtube.com/shorts/kCmZHjJHYxM,,,costco_chicken
https://www.youtube.com/watch?v=wsGAr0iptgY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Rotisserie Chicken Wars - Sam's Club vs Costco,,costco_chicken
https://www.youtube.com/watch?v=_Cs0VXw90hY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Easy Costco Rotisserie Chicken Enchiladas,,costco_chicken
https://www.youtube.com/watch?v=d4_UzosbT0E&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,"Freeze Drying Batch 604 - Shredded Costco Rotisserie Chicken with Taco Seasoning, and Rice",,costco_chicken
https://www.youtube.com/shorts/hr0AiU3YfDg,,,costco_chicken
https://www.youtube.com/shorts/If2JA0rUjQQ,,,costco_chicken
https://www.youtube.com/watch?v=SjnMXVyo-Ig&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco's Famous $4.99 Rotisserie Chicken REVIEW!,,costco_chicken
https://www.youtube.com/watch?v=nhBWHTHo448&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,EASY Chicken Pho From $4.99 Costco Rotisserie Chicken - Phở Gà,,costco_chicken
https://www.youtube.com/shorts/Uzh1CpKov4U,,,costco_chicken
https://www.youtube.com/shorts/vklQ8klzKQI,,,costco_chicken
https://www.youtube.com/watch?v=V2ALyMpQQJQ&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Trying Costco Rotisserie Chicken For Only $4.50,,costco_chicken
https://www.youtube.com/shorts/5taJcmJvUn0,,,costco_chicken
https://www.youtube.com/shorts/fQ6UFe5qwiw,,,costco_chicken
https://www.youtube.com/shorts/Et8dZ-PDCrk,,,costco_chicken
https://www.youtube.com/watch?v=fLQ3jFguLII&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Reheat Rotisserie Chicken in the Oven Without Drying Out!,,costco_chicken
https://www.youtube.com/watch?v=qX3T0Tm-460&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,2 COSTCO ROTISSERIE CHICKEN CHALLENGE! EAT OFF | MUKBANG,,costco_chicken
https://www.youtube.com/watch?v=MqQRcGYNQgI&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Behind The Scenes - Rotisserie Chicken at Costco Wholesales,,costco_chicken
https://www.youtube.com/shorts/MSasHvV6KtI,,,costco_chicken
https://www.youtube.com/watch?v=JbnZMvmgx4g&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How to Reheat a Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=EZwHQO1Fq6s&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,The cost of $4.99 rotisserie chickens: Costco gets sued for animal mistreatment,,costco_chicken
https://www.youtube.com/watch?v=PXBiDcGGzNA&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,USING COSTCO ROTISSERIE CHICKEN PLASTIC CONTAINER. COMPLETE BASIC GUIDE TO WINTER SEED SOWING,,costco_chicken
https://www.youtube.com/shorts/lHKP7TGq93c,,,costco_chicken
https://www.youtube.com/watch?v=w_YkshdaBqE&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Quick & Easy: Kirkland Signature Rotisserie Chicken Soup 2-Ways,,costco_chicken
https://www.youtube.com/watch?v=Ee8RVGXeo1Y&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco's Kirkland Signature Enchiladas | Chef Dawg,,costco_chicken
https://www.youtube.com/shorts/2YUluvVx_MY,,,costco_chicken
https://www.youtube.com/shorts/AQBjAYYinZs,,,costco_chicken
https://www.youtube.com/shorts/5fCy6IDqOCc,,,costco_chicken
https://www.youtube.com/watch?v=-SGrvUOWn8s&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Bodybuilding On A Budget Best Deal On Chicken Meal Prep Rotisserie Chicken,,costco_chicken
https://www.youtube.com/shorts/EX-fPZCWMf8,,,costco_chicken
https://www.youtube.com/watch?v=QQEJKomv69M&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,HOW I AMPLIFY THE FLAVOR OF COSTCO'S ROTISSERIE CHICKEN,,costco_chicken
https://www.youtube.com/watch?v=jI--C9nHjvc&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco's rotisserie chicken salad sandwiches on a croissant | Chef Dawg,,costco_chicken
https://www.youtube.com/watch?v=IkWt-o4FcyE&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Who Has The Best Rotisserie Chickens? Sam’s Club VS Costco,,costco_chicken
https://www.youtube.com/shorts/4298UDBrYso,,,costco_chicken
https://www.youtube.com/watch?v=TB8Yo9AGaww&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken,,costco_chicken
https://www.youtube.com/shorts/AyxGYJEBZ-Q,,,costco_chicken
https://www.youtube.com/watch?v=zD0GiLipBvc&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How is the Costco Rotisserie Chicken? - Costco Rotisserie Chicken Review - with Hidden Perk,,costco_chicken
https://www.youtube.com/shorts/z8ejtWQlvJo,,,costco_chicken
https://www.youtube.com/shorts/AcPrn7pnNOI,,,costco_chicken
https://www.youtube.com/shorts/ZxjJRXB0j94,,,costco_chicken
https://www.youtube.com/watch?v=jw82h3vuR5k&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,"""Cracking the Costco Rotisserie Chicken Recipe: My Copycat Version is Even Better!""",,costco_chicken
https://www.youtube.com/shorts/FaBasW8_vCU,,,costco_chicken
https://www.youtube.com/shorts/1ZpjL5H39F4,,,costco_chicken
https://www.youtube.com/watch?v=P45IOBoyvTU&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,I ate a COSTCO Feast in my CAR,,costco_chicken
https://www.youtube.com/watch?v=aqeShTCe0mI&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,COOK WITH ME | green enchiladas + costco rotisserie chicken,,costco_chicken
https://www.youtube.com/watch?v=qWFZc_kZmbA&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,The Best Easiest ● Homemade Chicken Soup !,,costco_chicken
https://www.youtube.com/watch?v=eIfkXs0avjw&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken Mukbang!! 🐓,,costco_chicken
https://www.youtube.com/shorts/GWQaZmZr-eU,,,costco_chicken
https://www.youtube.com/watch?v=foB2JLcKexs&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,ASMR- 1 Whole COSTCO Rotisserie Chicken *SAVAGE EATING,,costco_chicken
https://www.youtube.com/watch?v=C1GfYe-P85M&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,"COSTCO ROTISSERIE CHICKEN MUKBANG ""Chicks Silog""",,costco_chicken
https://www.youtube.com/watch?v=i9hPTjKHhKo&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken Review,,costco_chicken
https://www.youtube.com/shorts/ABfZJRFjM94,,,costco_chicken
https://www.youtube.com/shorts/goW2ApjPlMo,,,costco_chicken
https://www.youtube.com/watch?v=rvJ3dkLWXCM&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Kirkland Signature (Costco) Chicken Salad made with Rotisserie Chicken Review,,costco_chicken
https://www.youtube.com/watch?v=dacRWyIowz8&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Homemade Costco Rotisserie Chicken Salad Sandwich - Cooking #94,,costco_chicken
https://www.youtube.com/shorts/1_GaUfl_7lc,,,costco_chicken
https://www.youtube.com/watch?v=-3xgFWAs9gw&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,COSTCO ROTISSERIE CHICKEN and SALAD MUKBANG,,costco_chicken
https://www.youtube.com/watch?v=LiZttTCkxIQ&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Amazing Rotisserie Chicken Soup Recipe - The Best Chicken Soup Recipe in under 20 minutes Ya'Eat,,costco_chicken
https://www.youtube.com/shorts/NJ3MDNjGhgo,,,costco_chicken
https://www.youtube.com/watch?v=mC1yDvpYwRs&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken Review | Chef Dawg,,costco_chicken
https://www.youtube.com/shorts/vlt2Kt_gwak,,,costco_chicken
https://www.youtube.com/watch?v=T62vhUOscqI&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco's NEW Rotisserie Chicken Recipe!!,,costco_chicken
https://www.youtube.com/watch?v=BTlMfcR2-X0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken Fan Shares Why She’s “Boycotting the Bird”,,costco_chicken
https://www.youtube.com/watch?v=KzGxkPMiQjo&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Quick & Easy BBQ Chicken Sliders with Costco Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=hxSRznMv4gE&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,3 EASY CASSEROLES USING ROTISSERIE CHICKEN | RECIPES FOR ROTISSERIE CHICKEN,,costco_chicken
https://www.youtube.com/shorts/L04PYDN_7MI,,,costco_chicken
https://www.youtube.com/shorts/h3JXOGDfVXI,,,costco_chicken
https://www.youtube.com/shorts/dUEFr1MSe4E,,,costco_chicken
https://www.youtube.com/watch?v=u86x-AOjkDQ&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How to Carve Cut a COSTCO Rotisserie Chicken Like an EXPERT chef,,costco_chicken
https://www.youtube.com/watch?v=8b7LsHyvkmA&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco ROTISSERIE CHICKEN vs HOT DOG COMBO. Which is better deal?,,costco_chicken
https://www.youtube.com/watch?v=_Cs0VXw90hY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Easy Costco Rotisserie Chicken Enchiladas,,costco_chicken
https://www.youtube.com/watch?v=O-MqV7C0tfY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,The Difference Between Costco And Whole Foods Rotisserie Chicken,,costco_chicken
https://www.youtube.com/shorts/PQ-dsI5lX78,,,costco_chicken
https://www.youtube.com/shorts/SZeC2WNFy1Q,,,costco_chicken
https://www.youtube.com/shorts/plaAu0EPkU8,,,costco_chicken
https://www.youtube.com/watch?v=Q2qkVIGF83Y&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,5 Easy Meals Using Costco Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=4d4jja2Ph5Q&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Fact or Fiction: Costco discontinuing rotisserie chickens?,,costco_chicken
https://www.youtube.com/watch?v=QePKmJv3FmU&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,JALAPEÑO CHICKEN SALAD | Easy Recipe Using Costco Rotisserie Chicken | gluten & dairy free,,costco_chicken
https://www.youtube.com/watch?v=dFNDj9sIUXE&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,COSTCO Spicy Miso Garlic Chicken Ramen (From Rotisserie Chicken) | JMah Cooks,,costco_chicken
https://www.youtube.com/watch?v=Kx_jYJHE1Xw&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Shawarma made with leftover Costco Rotisserie Chicken 💥,,costco_chicken
https://www.youtube.com/watch?v=wsGAr0iptgY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Rotisserie Chicken Wars - Sam's Club vs Costco,,costco_chicken
https://www.youtube.com/watch?v=Uoem-ksDpbo&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,COSTCO ROTISSERIE CHICKEN MUKBANG,,costco_chicken
https://www.youtube.com/watch?v=JqiP-dYRYxY&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Ray the Butcher Shows You How to Carve a Rotisserie Chicken The Right Way,,costco_chicken
https://www.youtube.com/watch?v=Fw3PFw4WhG0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Sale Item Review Enchilada Bake With Rotisserie Chicken Taste Test Review Recommendation,,costco_chicken
https://www.youtube.com/watch?v=YIMjZDDRhI0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Asian Wrap Rotisserie Chicken,,costco_chicken
https://www.youtube.com/shorts/Ap-tpkbOoUo,,,costco_chicken
https://www.youtube.com/watch?v=8g-ppTPGSLI&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,5 Creative Ways to Use Leftover Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=AN-nr6syaFE&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,"Blowing up a Costco Rotisserie Chicken (Slow Mo, LOUD)",,costco_chicken
https://www.youtube.com/watch?v=GIVw7JJ4Dj0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Watch This Before Buying Rotisserie Chicken From The Store,,costco_chicken
https://www.youtube.com/shorts/uS-nn7IYL6E,,,costco_chicken
https://www.youtube.com/watch?v=5DkXzXrCdDo&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,How to cut and get the most out of your rotisserie chicken,,costco_chicken
https://www.youtube.com/watch?v=c1TaAJlpfQQ&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,4 Plus Meals using One Costco Rotisserie Chicken|My Gambian Kitchen,,costco_chicken
https://www.youtube.com/shorts/S5Hjf0N7iVk,,,costco_chicken
https://www.youtube.com/shorts/3C-aj3lujLU,,,costco_chicken
https://www.youtube.com/watch?v=VNxLrJVM0HM&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,2.5 Costco rotisserie chickens in one batch - Freeze Drying Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=txJaCPME71Q&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Why You Can't Pass Up The Costco Rotisserie Chicken!,,costco_chicken
https://www.youtube.com/watch?v=SApKLGf57cs&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,It's Hard To Beat The Value of Costco's Rotisserie Chicken!,,costco_chicken
https://www.youtube.com/shorts/yyzonXQ3EN0,,,costco_chicken
https://www.youtube.com/shorts/7In9pfzNvfk,,,costco_chicken
https://www.youtube.com/shorts/mfGpSZ6keXY,,,costco_chicken
https://www.youtube.com/shorts/JyEQiymaJlY,,,costco_chicken
https://www.youtube.com/watch?v=e-b209Mkyes&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,"How To Make Bone Broth From Costco Rotisserie Chicken, Instant Pot. Pro Tip at The End : Daniels DIY",,costco_chicken
https://www.youtube.com/shorts/WGRhb0vtcw4,,,costco_chicken
https://www.youtube.com/watch?v=L5pIYOsZMaQ&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Costco Rotisserie Chicken,,costco_chicken
https://www.youtube.com/watch?v=YMBRgYFDv4c&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,Giving out Costco's Rotisserie Chicken to the Homeless,,costco_chicken
https://www.youtube.com/shorts/5rCg2DCOCsU,,,costco_chicken
